Iteration: 1
Team ,Score ,Strategy
24,-149,[12 2 8 9 11 4 7 10 1 3 5 13 6]
25,203,[12 8 1 7 11 2 3 6 4 9 5 13 10]
Iteration: 18
Team ,Score ,Strategy
1,249,[2 4 1 5 12 9 10 8 13 6 3 11 7]
2,49,[7 4 1 6 12 9 10 5 11 3 13 8 2]
3,85,[7 4 1 6 11 12 5 3 9 13 10 2 8]
4,44,[7 4 11 1 6 8 3 12 2 10 9 13 5]
5,302,[2 4 1 5 11 10 3 6 13 9 12 8 7]
6,120,[2 4 7 5 12 9 8 3 13 10 1 6 11]
7,166,[9 5 8 2 1 13 6 4 10 7 3 11 12]
8,-486,[11 12 8 5 10 6 13 1 2 9 7 4 3]
9,194,[13 1 3 5 2 11 6 4 7 9 10 12 8]
10,-63,[10 8 11 2 3 5 12 4 1 6 9 13 7]
11,-115,[11 2 13 8 12 1 4 9 3 6 5 10 7]
12,312,[1 8 12 9 7 3 2 6 4 11 5 13 10]
13,-62,[13 8 5 9 7 10 3 6 1 2 4 11 12]
14,-279,[7 13 10 2 11 3 9 6 1 12 5 8 4]
15,129,[1 5 10 4 8 13 6 2 12 11 7 3 9]
16,149,[3 6 5 8 11 4 2 13 12 9 7 1 10]
17,-229,[10 1 11 13 6 4 9 12 7 3 2 5 8]
18,-177,[3 5 13 7 4 9 8 12 11 2 10 6 1]
19,259,[7 10 1 8 3 6 4 5 11 2 12 9 13]
20,-201,[5 8 3 11 13 12 9 10 2 4 7 1 6]
21,13,[1 11 6 12 7 8 3 13 4 5 2 10 9]
22,39,[8 3 9 7 6 10 1 11 4 2 12 13 5]
23,-105,[12 6 3 5 2 13 8 4 10 1 11 9 7]
24,-71,[13 5 10 4 8 3 11 6 2 1 12 7 9]
25,-322,[13 3 7 6 8 10 11 5 9 12 1 4 2]
Iteration: 19
Team ,Score ,Strategy
1,147,[9 5 8 2 1 13 6 4 10 7 3 11 12]
2,114,[13 4 1 5 2 9 6 8 7 12 3 11 10]
3,80,[2 8 12 9 7 3 4 1 13 11 5 6 10]
4,17,[2 5 8 6 12 9 10 4 13 7 3 11 1]
5,-94,[9 5 8 2 13 11 6 4 10 1 3 12 7]
6,80,[2 8 12 9 7 3 4 1 13 11 5 6 10]
7,44,[1 7 12 9 3 11 5 4 10 8 2 13 6]
8,66,[3 8 11 2 9 13 10 7 1 5 6 4 12]
9,-74,[7 6 9 5 13 1 12 10 8 2 4 3 11]
10,10,[5 4 8 11 1 6 13 7 9 10 2 3 12]
11,277,[7 6 11 5 10 3 2 9 1 4 8 13 12]
12,-6,[8 1 4 13 9 10 7 12 3 2 6 5 11]
13,345,[2 4 3 10 11 8 12 1 5 7 9 6 13]
14,274,[1 4 8 5 9 6 11 3 12 13 7 10 2]
15,-215,[10 2 9 8 4 13 11 12 7 5 3 6 1]
16,-44,[9 8 10 5 11 3 1 6 13 7 12 2 4]
17,-215,[11 13 6 10 3 4 1 8 7 5 2 9 12]
18,-12,[12 3 11 4 10 2 8 5 13 9 7 6 1]
19,-219,[8 5 11 12 10 9 7 4 2 6 3 13 1]
20,-28,[7 5 9 8 6 4 13 1 10 11 3 2 12]
21,-249,[4 11 12 10 8 13 5 9 3 2 7 1 6]
22,-97,[12 1 10 4 11 9 13 6 7 3 8 5 2]
23,-76,[5 6 10 3 8 11 13 9 12 2 4 1 7]
24,57,[3 13 9 7 1 5 10 2 6 12 11 8 4]
25,-182,[6 8 7 13 4 10 3 5 9 12 2 11 1]
Iteration: 20
Team ,Score ,Strategy
1,19,[2 8 12 9 7 3 4 1 13 11 5 6 10]
2,120,[2 6 3 10 13 8 5 9 1 7 11 4 12]
3,299,[13 4 1 5 2 3 6 7 9 12 8 11 10]
4,90,[1 4 3 10 11 8 7 12 5 13 9 2 6]
5,235,[1 4 8 9 2 6 3 13 12 11 5 10 7]
6,353,[1 4 12 5 2 9 6 8 7 13 3 11 10]
7,275,[5 2 8 4 3 10 9 12 7 6 13 11 1]
8,210,[8 3 12 2 6 7 5 4 9 1 13 11 10]
9,-40,[3 9 8 1 10 13 5 7 11 4 2 12 6]
10,-228,[10 9 11 2 1 13 6 5 4 3 12 7 8]
11,222,[5 2 4 9 10 11 7 1 6 8 12 13 3]
12,-315,[6 13 11 7 1 2 9 8 10 12 4 5 3]
13,-85,[3 8 9 13 1 10 2 7 6 5 12 11 4]
14,-497,[10 11 13 12 2 5 8 7 1 6 3 9 4]
15,76,[3 6 11 2 5 13 1 10 12 8 4 9 7]
16,-582,[9 8 6 11 13 12 4 10 1 3 2 7 5]
17,51,[10 1 11 4 5 7 3 12 6 2 9 8 13]
18,148,[12 6 4 1 2 13 5 8 9 7 3 11 10]
19,-350,[13 4 7 11 8 3 12 10 1 5 6 9 2]
20,66,[8 3 7 12 4 10 2 1 5 13 9 6 11]
21,-177,[3 11 7 8 13 2 1 9 12 4 5 10 6]
22,-113,[5 2 11 13 12 6 3 4 1 7 8 10 9]
23,157,[11 6 2 5 13 4 9 3 7 1 8 12 10]
24,-228,[9 2 11 8 1 12 6 13 4 10 3 5 7]
25,294,[12 2 4 3 6 7 8 1 10 5 13 9 11]
Iteration: 21
Team ,Score ,Strategy
1,186,[5 2 4 9 10 11 7 1 6 8 12 13 3]
2,297,[1 4 12 5 6 7 2 8 10 3 13 11 9]
3,-72,[12 2 8 3 6 7 13 1 10 5 4 9 11]
4,279,[1 4 8 7 3 6 9 12 2 11 13 10 5]
5,321,[5 4 1 2 3 10 6 7 13 12 8 11 9]
6,126,[5 4 12 7 10 9 6 8 1 2 3 11 13]
7,477,[2 1 8 9 6 4 7 5 3 11 13 10 12]
8,288,[1 10 5 11 3 4 2 7 9 6 13 8 12]
9,130,[11 1 7 9 5 8 2 3 10 4 12 6 13]
10,-41,[4 5 13 10 3 1 6 2 12 8 11 7 9]
11,22,[8 2 9 4 1 7 3 13 6 12 10 5 11]
12,21,[5 3 12 7 6 4 8 9 10 2 13 1 11]
13,-155,[10 2 12 4 6 5 13 8 1 3 9 7 11]
14,-70,[6 10 7 5 8 4 11 1 12 3 13 9 2]
15,-224,[9 8 2 3 13 12 6 4 5 11 10 7 1]
16,-199,[13 5 4 8 12 9 6 7 10 3 1 11 2]
17,-42,[10 3 11 5 4 9 2 1 7 13 8 6 12]
18,-56,[6 4 8 3 13 2 7 1 12 9 10 5 11]
19,359,[6 1 2 9 5 3 11 4 7 12 8 10 13]
20,62,[10 3 9 5 2 6 1 7 13 8 11 4 12]
21,-334,[12 11 2 6 1 3 13 7 8 4 10 5 9]
22,-328,[11 4 2 10 13 7 5 12 3 1 6 8 9]
23,-223,[9 7 6 3 12 10 13 8 4 5 1 2 11]
24,-456,[13 11 4 8 12 2 10 3 1 7 6 9 5]
25,-368,[2 7 11 10 13 4 1 6 12 3 9 5 8]
Iteration: 22
Team ,Score ,Strategy
1,199,[1 4 8 7 3 6 9 12 2 11 13 10 5]
2,174,[1 4 12 5 6 3 11 8 7 9 13 10 2]
3,418,[1 4 8 9 6 7 2 5 10 3 13 11 12]
4,524,[1 4 8 5 3 7 6 2 10 12 13 11 9]
5,59,[6 10 2 11 5 3 1 7 9 12 13 8 4]
6,126,[1 10 8 7 3 4 2 12 11 6 13 9 5]
7,-31,[1 8 13 10 5 6 11 9 3 12 4 2 7]
8,-44,[3 5 12 9 6 13 7 1 10 4 2 11 8]
9,-38,[1 5 11 13 9 4 7 12 8 10 2 3 6]
10,13,[4 10 7 3 13 1 12 8 6 11 2 5 9]
11,-204,[8 13 2 4 9 10 5 6 3 11 7 12 1]
12,-59,[1 8 10 7 13 9 11 2 3 12 5 4 6]
13,-500,[9 13 8 11 3 12 2 10 4 5 7 1 6]
14,-11,[11 2 4 3 13 8 9 7 5 12 6 1 10]
15,171,[2 3 9 5 13 1 10 12 6 7 8 4 11]
16,98,[1 12 6 5 9 2 13 4 10 8 7 3 11]
17,29,[10 2 3 5 13 6 9 8 4 7 11 1 12]
18,-325,[11 9 1 4 12 3 13 7 5 6 10 8 2]
19,191,[8 13 3 1 6 4 5 10 7 9 2 12 11]
20,298,[4 5 3 9 2 6 8 13 7 11 10 1 12]
21,307,[1 2 6 7 11 3 5 8 12 4 13 10 9]
22,-400,[8 12 13 3 7 2 11 6 5 9 10 4 1]
23,-213,[5 12 1 13 10 8 7 3 9 4 11 2 6]
24,-498,[7 9 10 11 13 4 6 3 2 8 12 1 5]
25,-284,[11 9 13 5 1 12 4 3 6 7 2 8 10]
Iteration: 23
Team ,Score ,Strategy
1,133,[8 13 3 1 6 4 5 10 7 9 2 12 11]
2,61,[1 4 6 9 11 7 5 8 12 2 13 10 3]
3,319,[1 4 8 5 6 7 9 2 10 3 13 11 12]
4,205,[1 2 3 12 11 4 5 8 7 6 13 10 9]
5,263,[1 4 8 7 3 6 9 5 10 11 13 2 12]
6,205,[1 2 3 12 11 4 5 8 7 6 13 10 9]
7,210,[11 5 2 3 7 1 6 4 9 10 13 12 8]
8,360,[4 2 1 3 6 9 13 8 12 7 11 5 10]
9,-219,[9 5 10 11 4 7 13 12 1 8 6 2 3]
10,281,[5 9 3 1 6 2 11 12 4 10 8 7 13]
11,-192,[9 1 12 5 8 6 10 7 11 13 2 4 3]
12,-227,[4 13 7 10 11 8 1 9 5 3 2 6 12]
13,-32,[9 8 5 1 4 3 10 11 12 6 13 7 2]
14,-136,[12 7 10 4 9 6 8 3 1 2 5 11 13]
15,-241,[9 11 2 3 12 6 10 7 13 5 1 4 8]
16,12,[6 12 10 1 4 8 2 9 11 5 7 13 3]
17,-419,[10 9 12 2 13 3 11 6 5 7 4 1 8]
18,71,[3 9 6 11 5 7 2 4 13 1 8 10 12]
19,-124,[11 9 4 1 2 12 7 10 6 3 13 8 5]
20,-170,[5 9 3 10 6 12 8 1 11 7 13 4 2]
21,-315,[10 13 6 12 1 7 2 9 11 4 3 8 5]
22,119,[3 6 8 5 12 2 13 4 1 10 9 11 7]
23,-111,[7 4 1 11 9 10 5 13 12 3 6 8 2]
24,-43,[4 2 8 11 3 12 13 6 7 9 5 1 10]
25,-10,[12 11 2 6 3 7 4 1 8 5 9 13 10]
Iteration: 24
Team ,Score ,Strategy
1,262,[1 2 3 12 11 4 5 8 7 6 13 10 9]
2,310,[1 4 8 3 6 7 13 2 10 9 11 5 12]
3,12,[4 2 3 12 11 9 13 8 7 6 1 10 5]
4,298,[1 4 3 5 11 7 9 2 12 6 13 10 8]
5,242,[4 1 8 3 6 9 13 5 10 7 11 2 12]
6,515,[1 5 2 3 7 9 6 4 10 11 13 8 12]
7,-52,[3 7 8 5 6 12 11 2 10 4 13 1 9]
8,-27,[2 5 9 8 13 7 12 10 4 6 3 11 1]
9,-80,[1 10 12 11 5 7 4 9 6 8 3 13 2]
10,204,[7 5 1 9 11 8 10 6 4 2 3 12 13]
11,-3,[7 6 4 5 13 12 8 1 9 2 3 11 10]
12,-214,[6 9 13 1 11 8 10 12 2 3 4 5 7]
13,-118,[12 7 6 11 5 2 1 4 10 13 8 9 3]
14,-257,[6 13 1 12 10 4 8 3 11 9 2 5 7]
15,33,[7 5 6 13 8 9 12 3 1 10 4 11 2]
16,39,[3 9 12 4 6 5 1 7 13 11 10 8 2]
17,-272,[13 11 4 5 8 3 12 1 7 6 2 9 10]
18,-214,[11 7 8 6 2 12 9 10 3 1 13 5 4]
19,-125,[13 4 11 7 6 3 1 8 2 10 12 5 9]
20,-140,[4 6 5 8 12 13 7 1 9 2 10 3 11]
21,-178,[4 13 10 5 2 9 8 12 6 11 3 7 1]
22,-325,[10 13 11 7 1 4 9 6 8 5 3 2 12]
23,-136,[8 7 10 11 12 6 2 1 5 9 3 4 13]
24,225,[2 4 7 1 8 5 11 6 12 13 10 3 9]
25,1,[1 10 4 5 8 3 9 11 13 6 12 2 7]
Iteration: 25
Team ,Score ,Strategy
1,314,[2 4 7 1 8 5 11 6 12 13 10 3 9]
2,94,[2 4 3 5 11 13 9 1 12 6 10 7 8]
3,108,[4 1 8 3 6 9 13 5 10 11 7 2 12]
4,108,[4 1 8 3 6 9 13 5 10 11 7 2 12]
5,352,[1 4 8 3 6 9 13 2 10 7 11 5 12]
6,444,[1 2 3 6 11 4 5 8 7 13 9 10 12]
7,-311,[5 8 11 10 6 7 12 2 1 3 4 13 9]
8,139,[2 5 4 3 8 7 11 9 12 13 6 1 10]
9,137,[12 2 5 6 1 7 3 11 10 8 13 4 9]
10,-138,[6 11 1 2 4 9 10 12 8 3 7 13 5]
11,-306,[12 13 6 2 4 9 1 10 11 3 8 5 7]
12,-398,[8 2 13 9 12 1 11 3 4 7 6 10 5]
13,-312,[10 11 5 8 4 6 12 2 3 7 9 13 1]
14,-138,[8 3 12 1 2 7 4 13 6 11 5 10 9]
15,46,[2 9 1 11 7 12 3 5 6 8 4 10 13]
16,-219,[5 11 13 4 8 6 3 9 7 12 10 2 1]
17,258,[5 6 4 8 9 7 2 1 10 3 13 11 12]
18,141,[6 1 5 3 7 13 8 4 9 12 10 2 11]
19,45,[6 2 3 4 9 13 5 11 12 7 8 1 10]
20,-29,[7 11 3 8 10 6 1 4 5 12 9 2 13]
21,-283,[6 3 11 10 7 4 9 1 13 12 5 2 8]
22,244,[2 4 7 1 5 12 8 6 13 10 11 3 9]
23,-11,[6 9 10 5 11 3 2 8 7 12 1 4 13]
24,-26,[7 11 2 3 1 4 12 8 5 13 9 10 6]
25,-259,[6 11 2 12 8 1 7 9 13 3 5 10 4]
Iteration: 26
Team ,Score ,Strategy
1,174,[6 1 5 3 7 13 8 4 9 12 10 2 11]
2,599,[5 1 4 3 9 7 2 8 10 6 13 11 12]
3,249,[2 1 5 7 8 13 11 6 12 3 10 4 9]
4,314,[6 1 5 3 8 9 13 2 12 7 10 4 11]
5,322,[2 3 7 6 5 12 4 1 11 13 9 10 8]
6,430,[2 6 7 8 9 4 5 1 10 3 13 11 12]
7,120,[1 4 9 12 13 7 6 3 11 8 5 2 10]
8,-13,[13 12 6 2 5 1 10 4 11 8 3 7 9]
9,-481,[7 8 13 12 11 3 1 6 9 2 10 5 4]
10,124,[1 6 7 3 5 10 8 13 9 4 12 11 2]
11,8,[12 9 5 3 4 11 2 8 10 7 1 6 13]
12,-507,[13 11 10 2 12 7 9 3 6 8 4 1 5]
13,-390,[10 13 11 6 3 7 2 9 5 8 12 1 4]
14,94,[3 11 6 7 9 4 13 2 1 10 12 8 5]
15,113,[4 5 2 1 10 13 7 12 9 11 3 8 6]
16,-236,[8 11 1 3 10 7 12 13 9 5 6 4 2]
17,-126,[11 13 2 1 4 10 3 12 8 7 5 6 9]
18,-129,[3 9 5 1 7 13 12 10 8 2 11 6 4]
19,-189,[13 8 4 2 6 5 11 7 10 1 12 9 3]
20,-146,[11 8 4 6 13 2 10 7 12 1 3 9 5]
21,-343,[12 7 9 13 6 5 8 11 1 2 4 3 10]
22,-228,[6 12 5 4 8 13 9 10 11 3 1 2 7]
23,-33,[2 12 1 4 13 11 9 6 10 7 3 5 8]
24,20,[5 12 1 10 2 13 11 3 4 8 6 9 7]
25,254,[7 3 6 12 10 1 2 8 5 4 13 11 9]
Iteration: 27
Team ,Score ,Strategy
1,121,[2 1 5 7 8 13 11 6 12 3 10 4 9]
2,390,[5 6 7 8 9 1 2 4 10 3 13 11 12]
3,-188,[6 11 5 8 13 4 9 2 12 3 10 7 1]
4,228,[2 1 5 7 8 9 13 3 12 6 10 4 11]
5,169,[2 1 7 8 9 13 5 11 10 3 6 4 12]
6,169,[2 1 7 8 9 13 5 11 10 3 6 4 12]
7,-121,[13 11 8 3 10 1 2 6 4 9 5 12 7]
8,-542,[4 13 10 12 7 11 9 3 6 8 5 1 2]
9,-181,[2 11 5 7 6 13 8 12 3 10 4 9 1]
10,262,[1 4 12 7 9 2 8 10 3 5 6 11 13]
11,20,[7 10 3 11 2 12 1 6 9 5 8 4 13]
12,-9,[6 1 8 5 13 11 2 12 7 10 3 9 4]
13,390,[7 1 2 4 3 13 5 9 11 8 10 6 12]
14,-242,[12 7 9 3 5 8 1 13 10 2 6 4 11]
15,94,[5 10 2 7 9 1 12 3 8 6 4 13 11]
16,62,[7 8 6 1 10 4 2 12 5 13 11 3 9]
17,-112,[6 7 12 4 10 5 8 1 3 11 13 2 9]
18,53,[13 1 6 9 2 5 11 8 4 10 12 7 3]
19,54,[4 5 7 10 12 9 2 6 13 1 8 11 3]
20,-69,[6 2 10 9 5 13 12 3 8 4 1 7 11]
21,-209,[13 3 11 2 6 5 12 9 4 7 8 1 10]
22,-148,[11 1 4 5 8 12 13 3 9 10 2 7 6]
23,-225,[5 11 7 2 8 13 10 3 12 1 4 9 6]
24,176,[2 7 5 9 1 13 11 4 3 6 12 10 8]
25,-142,[13 10 2 7 1 9 4 12 5 11 8 6 3]
Iteration: 28
Team ,Score ,Strategy
1,111,[2 1 7 8 9 13 5 11 10 3 6 4 12]
2,196,[2 7 5 4 1 13 11 9 3 8 10 6 12]
3,440,[5 1 2 4 3 13 7 9 11 8 10 6 12]
4,144,[5 6 7 8 1 13 2 4 10 9 12 11 3]
5,207,[2 1 7 9 11 13 5 4 10 3 6 8 12]
6,397,[2 1 7 4 3 13 5 9 10 8 6 11 12]
7,0,[12 8 6 1 2 7 5 4 11 13 3 10 9]
8,263,[10 9 4 2 1 12 6 3 5 7 11 8 13]
9,48,[5 1 7 13 4 10 2 6 11 12 9 3 8]
10,25,[3 11 9 1 8 2 13 5 12 4 7 6 10]
11,38,[1 13 2 6 5 9 12 3 10 11 7 8 4]
12,-366,[9 12 7 1 2 8 13 11 3 6 5 4 10]
13,21,[9 3 11 6 13 2 1 10 5 4 8 7 12]
14,-376,[10 13 9 4 6 5 2 12 7 8 1 3 11]
15,-130,[3 7 5 13 8 4 11 12 1 9 10 2 6]
16,172,[7 3 12 2 4 6 13 5 11 9 10 8 1]
17,-372,[11 2 10 12 7 8 9 3 1 13 6 5 4]
18,-429,[11 5 6 4 9 12 1 13 10 7 3 2 8]
19,-128,[6 9 10 4 2 13 3 12 8 1 5 7 11]
20,-460,[11 8 10 12 9 3 5 13 1 2 4 7 6]
21,-149,[12 9 11 1 2 10 7 5 4 3 8 13 6]
22,385,[3 1 5 12 8 6 2 11 4 10 9 7 13]
23,272,[3 8 1 6 11 7 2 10 5 13 4 9 12]
24,-406,[8 5 12 11 6 13 7 3 4 10 1 2 9]
25,97,[10 6 2 3 5 9 4 11 12 1 7 13 8]
Iteration: 29
Team ,Score ,Strategy
1,152,[2 1 7 9 11 13 5 4 10 3 6 8 12]
2,499,[5 1 2 4 3 13 8 9 6 10 11 7 12]
3,33,[3 1 7 9 11 6 5 13 10 8 2 4 12]
4,313,[2 1 7 4 11 13 5 9 10 3 6 8 12]
5,225,[3 8 5 12 4 7 2 11 1 10 9 6 13]
6,417,[5 1 2 3 11 12 6 9 4 7 10 8 13]
7,197,[1 7 11 3 4 10 2 13 5 9 6 8 12]
8,-191,[2 9 11 10 8 12 5 1 13 3 6 7 4]
9,176,[1 4 8 7 5 13 6 12 2 9 3 10 11]
10,-418,[9 12 4 11 2 8 10 5 6 13 3 1 7]
11,123,[3 1 13 5 8 7 9 6 12 10 11 2 4]
12,275,[9 3 1 2 12 10 7 8 5 4 6 11 13]
13,-278,[8 4 9 11 3 10 13 7 6 2 5 12 1]
14,6,[3 2 6 11 12 7 5 9 13 8 4 1 10]
15,-351,[7 11 6 2 10 12 4 8 13 5 3 1 9]
16,-101,[2 7 10 6 11 1 13 4 8 12 5 3 9]
17,-138,[11 5 10 9 7 3 4 8 1 6 2 13 12]
18,-211,[3 13 8 11 10 1 7 6 9 2 5 12 4]
19,194,[1 7 4 2 12 9 3 6 13 5 11 10 8]
20,-225,[9 6 13 3 7 10 1 4 11 8 5 12 2]
21,-138,[4 13 7 8 1 12 3 5 10 2 6 11 9]
22,82,[8 9 4 2 6 5 12 10 3 7 11 13 1]
23,-69,[8 1 11 2 13 12 3 5 9 10 7 4 6]
24,-108,[5 2 9 11 1 12 13 10 7 6 4 8 3]
25,-464,[11 13 12 9 4 2 3 8 6 1 10 5 7]
Iteration: 30
Team ,Score ,Strategy
1,145,[1 7 11 3 4 10 2 13 5 9 6 8 12]
2,133,[3 8 5 12 4 11 6 9 1 10 7 2 13]
3,204,[5 1 12 4 3 10 7 8 9 2 11 6 13]
4,208,[1 13 2 3 4 12 10 9 5 7 6 8 11]
5,133,[3 8 5 12 4 11 6 9 1 10 7 2 13]
6,442,[5 1 2 4 3 7 8 9 12 10 6 11 13]
7,-608,[13 11 12 8 10 9 6 1 5 4 7 3 2]
8,-204,[2 3 12 11 13 9 1 10 8 7 5 4 6]
9,90,[5 1 10 9 4 12 3 11 13 8 6 2 7]
10,-388,[13 10 5 4 11 9 3 7 8 2 12 1 6]
11,462,[2 1 5 4 3 10 9 6 11 13 7 12 8]
12,18,[7 8 1 10 11 2 9 3 13 4 12 6 5]
13,-298,[2 12 7 8 11 9 3 6 4 13 1 10 5]
14,-426,[10 11 5 9 13 12 1 8 4 6 3 2 7]
15,174,[5 6 3 4 9 11 10 12 1 7 8 13 2]
16,-102,[4 12 5 2 6 10 9 7 8 13 1 11 3]
17,14,[5 10 13 2 8 1 3 7 11 4 6 12 9]
18,-152,[5 7 12 13 9 2 6 10 3 4 11 1 8]
19,-505,[9 13 6 10 12 8 11 1 4 2 7 5 3]
20,-238,[10 2 9 7 8 12 6 5 13 3 1 11 4]
21,264,[7 4 10 6 1 3 8 5 12 2 11 13 9]
22,80,[1 3 9 10 13 2 5 4 12 7 11 8 6]
23,312,[7 3 6 4 2 1 8 12 9 11 13 10 5]
24,238,[2 3 1 8 10 6 12 7 4 13 5 11 9]
25,4,[9 4 13 5 2 12 3 11 6 1 8 10 7]
Iteration: 31
Team ,Score ,Strategy
1,141,[1 13 2 3 4 12 10 9 5 7 6 8 11]
2,-64,[7 13 6 3 2 12 8 1 9 11 10 4 5]
3,214,[7 4 6 9 1 2 8 12 3 11 10 13 5]
4,304,[2 3 6 4 10 1 12 7 8 13 5 11 9]
5,39,[2 1 13 8 10 7 12 3 4 5 6 11 9]
6,168,[1 3 13 8 4 6 12 7 5 2 10 11 9]
7,-2,[6 4 13 11 5 1 7 8 9 12 3 2 10]
8,139,[7 1 2 8 11 10 3 6 5 12 9 13 4]
9,-84,[9 12 7 3 5 13 2 10 6 1 11 4 8]
10,-174,[9 6 7 2 8 4 13 12 5 10 3 11 1]
11,36,[7 2 5 12 8 11 9 4 6 1 10 13 3]
12,-188,[5 4 12 9 6 13 11 2 10 1 8 7 3]
13,242,[1 2 10 8 11 4 6 7 5 13 12 3 9]
14,-511,[13 4 12 7 11 9 6 3 2 10 8 5 1]
15,-7,[1 5 10 9 3 6 12 13 11 4 7 8 2]
16,198,[4 9 5 6 11 3 1 10 2 7 13 12 8]
17,-43,[5 9 11 4 1 12 6 7 10 2 8 13 3]
18,-16,[12 4 10 1 6 8 11 3 7 5 9 2 13]
19,0,[3 2 7 12 9 10 13 1 8 4 6 11 5]
20,-4,[3 5 8 13 11 12 4 2 1 7 9 6 10]
21,-185,[11 9 3 7 5 6 4 12 2 8 13 10 1]
22,-266,[6 9 3 11 8 12 13 10 4 5 2 1 7]
23,-132,[9 7 1 8 12 10 5 13 11 3 2 4 6]
24,239,[5 7 6 1 4 9 8 11 2 3 10 12 13]
25,-44,[8 12 10 3 2 6 9 1 7 13 11 4 5]
Iteration: 32
Team ,Score ,Strategy
1,62,[1 3 13 8 4 6 12 7 5 2 10 11 9]
2,-27,[4 3 5 6 11 2 12 10 8 13 9 7 1]
3,37,[1 2 10 8 11 4 6 7 5 13 12 3 9]
4,46,[4 9 5 8 10 6 1 7 11 2 13 12 3]
5,-60,[1 3 13 7 4 9 12 11 5 6 10 2 8]
6,299,[4 9 5 1 6 3 7 11 2 10 13 12 8]
7,-210,[7 1 10 13 5 12 8 3 9 2 6 11 4]
8,-305,[4 2 11 12 10 3 13 9 8 1 5 7 6]
9,-6,[9 3 13 4 1 6 11 8 5 2 7 12 10]
10,102,[2 5 6 11 4 10 1 7 8 13 12 3 9]
11,221,[8 5 11 2 1 6 3 9 4 10 7 13 12]
12,-18,[9 1 11 2 12 10 4 3 6 5 8 13 7]
13,16,[6 9 2 1 7 5 13 11 12 8 10 3 4]
14,240,[7 4 3 6 1 10 12 9 11 5 2 8 13]
15,168,[2 4 13 10 8 5 3 12 9 6 1 7 11]
16,350,[2 3 7 11 4 5 1 12 6 10 8 13 9]
17,-37,[5 7 11 9 3 13 6 1 8 2 4 10 12]
18,-59,[4 1 12 7 10 3 9 6 13 2 11 8 5]
19,-59,[2 1 11 10 8 12 5 3 13 9 4 6 7]
20,70,[5 10 8 7 2 3 6 13 9 1 12 4 11]
21,-211,[9 8 13 12 6 3 4 2 7 5 1 11 10]
22,-231,[3 12 8 11 6 13 1 7 5 2 9 4 10]
23,-156,[3 1 4 11 12 9 13 10 5 8 7 6 2]
24,-242,[13 8 12 3 6 1 4 10 11 5 2 9 7]
25,10,[1 11 12 2 4 6 10 3 8 9 13 5 7]
Iteration: 33
Team ,Score ,Strategy
1,135,[2 5 6 11 4 10 1 7 8 13 12 3 9]
2,201,[2 5 6 12 1 11 3 7 4 13 8 10 9]
3,78,[8 4 11 2 1 6 3 9 12 13 7 5 10]
4,147,[7 3 10 6 1 5 11 12 4 2 8 13 9]
5,226,[8 5 9 2 6 1 7 11 4 10 13 12 3]
6,78,[8 4 11 2 1 6 3 9 12 13 7 5 10]
7,-264,[6 5 13 8 10 9 3 11 2 1 12 7 4]
8,0,[2 13 1 5 4 9 12 11 10 6 8 7 3]
9,4,[10 9 5 6 3 4 2 12 1 11 13 7 8]
10,28,[9 8 13 3 1 5 6 2 10 7 4 11 12]
11,-469,[11 7 13 6 12 9 1 4 8 3 2 10 5]
12,99,[9 2 7 11 5 4 6 12 1 10 8 3 13]
13,-183,[4 8 1 10 9 11 12 13 5 7 3 6 2]
14,85,[3 5 2 1 10 13 11 8 12 4 7 9 6]
15,-339,[1 10 7 9 12 11 13 6 8 3 5 4 2]
16,-30,[3 12 10 6 5 8 11 4 1 2 9 7 13]
17,-76,[2 13 5 6 8 12 4 10 7 9 3 1 11]
18,82,[4 8 1 7 12 9 6 13 3 2 5 10 11]
19,94,[9 1 10 4 3 12 2 8 5 13 6 11 7]
20,-307,[10 2 12 4 11 3 9 13 7 8 5 1 6]
21,85,[13 6 7 1 2 10 4 3 5 9 12 11 8]
22,47,[3 12 8 10 6 1 5 7 4 9 2 13 11]
23,321,[2 4 1 11 7 10 5 8 3 9 12 6 13]
24,-242,[11 4 12 3 1 13 10 5 9 6 8 2 7]
25,200,[11 2 6 1 7 5 12 4 3 8 9 10 13]
Iteration: 34
Team ,Score ,Strategy
1,247,[2 5 6 11 4 10 1 7 8 13 12 3 9]
2,-64,[8 5 6 11 13 10 7 1 4 2 12 3 9]
3,309,[2 5 6 11 4 7 1 12 10 13 8 3 9]
4,172,[8 5 9 2 7 1 12 11 3 6 4 10 13]
5,204,[2 4 6 11 7 10 1 8 3 13 12 9 5]
6,287,[7 3 6 12 1 11 2 5 4 13 8 10 9]
7,-72,[4 13 7 8 1 6 3 9 10 11 12 5 2]
8,7,[11 9 12 6 8 2 5 3 1 4 7 13 10]
9,-312,[12 9 11 7 10 4 2 13 3 1 5 6 8]
10,-214,[8 9 10 3 12 11 4 7 1 6 5 2 13]
11,358,[8 2 5 1 12 3 4 11 7 13 6 10 9]
12,-296,[9 13 6 5 11 3 10 7 2 8 1 12 4]
13,-444,[13 8 7 5 6 9 11 10 12 2 3 1 4]
14,244,[10 1 8 2 9 4 5 12 7 11 6 3 13]
15,134,[2 8 7 10 1 12 6 11 5 13 4 3 9]
16,-154,[9 10 5 7 1 11 6 8 12 13 2 3 4]
17,-92,[8 1 13 5 4 12 9 7 10 11 2 3 6]
